instance_id,n_groups,n_per_group,n_rounds,mzn_has_solution,mzn_time_exceeded,mzn_cost,mzn_duration_seconds,sim_has_solution,sim_time_exceeded,sim_cost,sim_duration_seconds
g1,3,2,2,True,False,0,0.4078,True,False,0,0.0008
g2,3,2,3,True,False,0,0.4125,True,False,0,0.0002
g3,3,2,4,True,False,0,0.4195,True,False,0,0.0011
g4,3,2,5,True,True,2,20.2644,True,False,0,0.0092
g7,3,2,8,True,True,35,20.1678,True,False,9,0.0458
g5,3,2,6,True,True,7,20.1716,True,False,3,0.0554
g6,3,2,7,True,True,18,20.1723,True,False,6,0.0603
g10,3,3,2,True,False,0,0.3457,True,False,0,0.0003
g11,3,3,3,True,False,0,1.299,True,False,0,0.0038
g8,3,2,9,True,True,58,20.1651,True,False,12,0.0696
g9,3,2,10,True,True,87,20.1838,True,False,19,0.055
g12,3,3,4,True,True,7,20.1978,True,False,4,0.0529
g13,3,3,5,True,True,26,20.2096,True,False,13,0.0418
g14,3,3,6,True,True,63,20.2202,True,False,21,0.0808
g15,3,3,7,True,True,118,20.2347,True,False,37,0.0684
g16,3,3,8,True,True,191,20.2559,True,False,57,0.0641
g17,3,3,9,True,True,282,20.2624,True,False,81,0.0886
g18,3,3,10,True,True,391,20.2753,True,False,109,0.0982
g19,3,4,2,True,True,3,20.2448,True,False,3,0.0227
g20,3,4,3,True,True,27,20.2979,True,False,9,0.0317
g21,3,4,4,True,True,87,20.3384,True,False,18,0.0495
g22,3,4,5,True,True,183,20.3786,True,False,36,0.0572
g23,3,4,6,True,True,315,20.4305,True,False,70,0.1454
g24,3,4,7,True,True,483,20.4871,True,False,95,0.1032
g25,3,4,8,True,True,687,20.5244,True,False,145,0.135
g26,3,4,9,True,True,927,20.6033,True,False,204,0.118
g27,3,4,10,True,True,1203,20.6476,True,False,271,0.0863
g28,3,5,2,True,True,18,20.4254,True,False,6,0.0279
g29,3,5,3,True,True,84,20.5209,True,False,18,0.0491
g30,3,5,4,True,True,210,20.6415,True,False,45,0.0519
g31,3,5,5,True,True,396,20.7711,True,False,80,0.0772
g32,3,5,6,True,True,642,20.9089,True,False,127,0.1235
g33,3,5,7,True,True,948,21.0349,True,False,195,0.1341
g37,4,2,2,True,False,0,0.2873,True,False,0,0.0001
g38,4,2,3,True,False,0,0.3007,True,False,0,0.0004
g39,4,2,4,True,False,0,0.3383,True,False,0,0.0005
g40,4,2,5,True,False,0,0.4078,True,False,0,0.0243
g41,4,2,6,True,False,0,0.4459,True,False,2,0.065
g34,3,5,8,True,True,1314,21.1718,True,False,287,0.1449
g35,3,5,9,True,True,1740,21.3176,True,False,373,0.1115
g36,3,5,10,True,True,2226,21.472,True,False,502,0.1716
g42,4,2,7,True,True,3,20.1908,True,False,4,0.0723
g46,4,3,2,True,False,0,0.4321,True,False,0,0.0002
g47,4,3,3,True,False,0,0.7884,True,False,0,0.0095
g43,4,2,8,True,True,16,20.2047,True,False,8,0.1113
g44,4,2,9,True,True,34,20.1928,True,False,11,0.067
g45,4,2,10,True,True,60,20.2038,True,False,19,0.0983
g48,4,3,4,True,True,1,20.271,True,False,6,0.0399
