instance_id,n_groups,n_per_group,n_rounds,mzn_has_solution,mzn_time_exceeded,mzn_cost,mzn_duration_seconds,sim_has_solution,sim_time_exceeded,sim_cost,sim_duration_seconds
g1,3,2,2,True,False,0,0.3085,True,False,0,0.0004
g2,3,2,3,True,False,0,0.318,True,False,0,0.0005
g3,3,2,4,True,False,0,0.3212,True,False,0,0.0011
g4,3,2,5,True,False,0,49.7322,True,False,0,0.0607
g5,3,2,6,True,True,7,60.1829,True,True,3,60.0726
g6,3,2,7,True,True,8,60.1863,True,True,6,60.0992
g7,3,2,8,True,True,35,60.2009,True,True,9,60.1415
g10,3,3,2,True,False,0,0.3631,True,False,0,0.0012
g11,3,3,3,True,False,0,1.3815,True,False,0,0.0127
g8,3,2,9,True,True,36,60.2204,True,True,12,60.013
g12,3,3,4,True,True,7,60.2227,True,False,0,1.1708
g9,3,2,10,True,True,87,60.2399,True,True,15,60.1397
g13,3,3,5,True,True,26,60.2302,True,True,9,60.0727
g14,3,3,6,True,True,63,60.2678,True,True,18,60.0649
g15,3,3,7,True,True,118,60.3484,True,True,30,60.1488
g16,3,3,8,True,True,191,60.3156,True,True,48,60.0194
g17,3,3,9,True,True,282,60.299,True,True,69,60.0616
g18,3,3,10,True,True,391,60.4139,True,True,98,60.0155
g19,3,4,2,True,True,3,60.2949,True,True,3,60.013
g20,3,4,3,True,True,27,60.382,True,True,9,60.0338
g21,3,4,4,True,True,87,60.4195,True,True,18,60.0841
g22,3,4,5,True,True,183,60.4927,True,True,33,60.1414
g23,3,4,6,True,True,315,60.548,True,True,58,60.1281
g24,3,4,7,True,True,483,60.6294,True,True,87,60.2107
g25,3,4,8,True,True,687,60.7046,True,True,132,60.0331
g26,3,4,9,True,True,927,60.7432,True,True,181,60.2921
g27,3,4,10,True,True,1203,60.862,True,True,240,60.0746
g28,3,5,2,True,True,12,60.5065,True,True,6,60.0227
g29,3,5,3,True,True,66,60.6388,True,True,18,60.1241
g30,3,5,4,True,True,180,60.8287,True,True,36,60.0379
g31,3,5,5,True,True,354,61.0118,True,True,66,60.1787
g32,3,5,6,True,True,588,61.1532,True,True,114,60.2747
g33,3,5,7,True,True,882,61.345,True,True,172,60.2708
g37,4,2,2,True,False,0,0.3634,True,False,0,0.0002
g38,4,2,3,True,False,0,0.3649,True,False,0,0.0007
g39,4,2,4,True,False,0,0.3992,True,False,0,0.0007
g40,4,2,5,True,False,0,0.4747,True,False,0,0.0086
g41,4,2,6,True,False,0,0.6283,True,False,0,1.0295
g34,3,5,8,True,True,1236,61.5085,True,True,259,60.1934
g35,3,5,9,True,True,1650,61.6144,True,True,356,60.1206
g42,4,2,7,True,True,3,60.2319,True,False,0,43.9988
g36,3,5,10,True,True,2124,61.8487,True,True,470,60.4732
g46,4,3,2,True,False,0,0.5354,True,False,0,0.0001
g47,4,3,3,True,False,0,1.0052,True,False,0,0.026
g43,4,2,8,True,True,16,60.3778,True,True,4,60.0052
g44,4,2,9,True,True,34,60.2337,True,True,8,60.1584
g48,4,3,4,True,False,0,55.7938,True,False,0,12.5235
g45,4,2,10,True,True,60,60.2511,True,True,12,60.007
g49,4,3,5,True,True,27,60.3598,True,True,6,60.049
g50,4,3,6,True,True,81,60.3973,True,True,13,60.1878
g51,4,3,7,True,True,153,60.4456,True,True,24,60.0816
g52,4,3,8,True,True,249,60.5685,True,True,41,60.1404
g55,4,4,2,True,True,9,60.5244,True,False,0,0.0012
g53,4,3,9,True,True,369,60.5628,True,True,58,60.2756
g56,4,4,3,True,True,51,60.6229,True,False,0,1.3413
g54,4,3,10,True,True,513,60.5718,True,True,81,60.0372
g57,4,4,4,True,True,141,60.7865,True,True,11,60.1774
g58,4,4,5,True,True,279,60.9161,True,True,26,60.1669
g59,4,4,6,True,True,465,61.0887,True,True,48,60.3083
g60,4,4,7,True,True,699,61.1789,True,True,79,60.146
g61,4,4,8,True,True,981,61.4086,True,True,116,60.12
g62,4,4,9,True,True,1311,61.5103,True,True,164,60.2966
g63,4,4,10,True,True,1689,61.6541,True,True,219,60.4887
g64,4,5,2,True,True,22,61.073,True,True,4,60.0139
g65,4,5,3,True,True,106,61.3903,True,True,12,60.1829
g66,4,5,4,True,True,270,61.7466,True,True,29,60.1384
